game.id,details.name,details.yearpublished,details.minplayers,details.maxplayers,details.playingtime,details.minage,stats.average,stats.bayesaverage,stats.numcomments,stats.usersrated,topic
1,Die Macher,1986.0,2.0,5.0,127.5,14.0,7.66508,7.29168,102.5,234.0,Monopoly-inspired
2,Dragonmaster,1981.0,2.0,4.0,30.0,12.0,6.60815,5.8715,102.5,234.0,Traditional Card Games
3,Samurai,1998.0,2.0,4.0,60.0,10.0,7.44119,7.28295,102.5,234.0,Area Control Games
4,Tal der Könige,1992.0,2.0,4.0,60.0,12.0,6.60675,5.76636,102.5,234.0,Corporate Strategy Games
5,Acquire,1972.0,2.0,6.0,90.0,12.0,7.3583,7.21895,102.5,234.0,Corporate Strategy Games
6,Mare Mediterraneum,1989.0,2.0,6.0,127.5,12.0,6.52534,5.5725,26.0,73.0,Area Control Games
7,Cathedral,1978.0,2.0,2.0,15.0,8.0,6.50534,6.21877,102.5,234.0,Abstract Strategy Games
8,Lords of Creation,1993.0,2.0,5.0,120.0,12.0,6.14538,5.60857,82.0,186.0,Dexterity Games
9,El Caballero,1998.0,2.0,4.0,90.0,13.0,6.51776,6.07659,102.5,234.0,Modern Wargames
10,Elfenland,1998.0,2.0,6.0,60.0,10.0,6.74996,6.58428,102.5,234.0,Modern Card Games
11,Bohnanza,1997.0,2.0,7.0,45.0,13.0,7.06751,6.9828,102.5,234.0,Monopoly-inspired
12,Ra,1999.0,2.0,5.0,60.0,12.0,7.47505,7.35343,102.5,234.0,Collectible Games
13,Catan,1995.0,2.0,4.0,120.0,10.0,7.26569,7.12528,102.5,234.0,Sport Simulations
14,Basari,1998.0,2.0,4.0,30.0,10.0,6.78156,6.28866,102.5,234.0,Monopoly-inspired
15,Cosmic Encounter,1977.0,2.0,6.0,90.0,12.0,6.9347,6.59068,102.5,234.0,Co-op Games
16,MarraCash,1996.0,2.0,4.0,60.0,12.0,6.84341,6.1583,102.5,234.0,Monopoly-inspired
17,Button Men,1999.0,2.0,2.0,0.0,10.0,6.3087,5.82793,102.5,234.0,Classical Dice Games
18,RoboRally,1994.0,2.0,8.0,120.0,12.0,7.15355,7.04248,102.5,234.0,SciFi Games
19,Wacky Wacky West,1991.0,2.0,4.0,45.0,9.0,6.31166,5.97993,102.5,234.0,Co-op Games
20,Full Metal Planète,1988.0,2.0,4.0,90.0,12.0,7.43592,6.22524,102.5,234.0,SciFi Games
21,Gateway to the Stars,1981.0,2.0,7.0,0.0,12.0,5.35714,0.0,18.0,28.0,SciFi Games
22,Magic Realm,1979.0,2.0,12.0,127.5,12.0,7.14384,6.50366,102.5,234.0,Fantasy Miniatures
23,Divine Right,1979.0,2.0,6.0,127.5,12.0,6.95654,5.94175,102.5,234.0,SciFi Games
24,Twilight Imperium,1997.0,2.0,6.0,127.5,12.0,6.66812,5.9475,102.5,234.0,SciFi Games
25,Battlemist,1998.0,2.0,6.0,127.5,12.0,5.93231,5.58913,102.5,234.0,Fantasy Miniatures
26,Age of Renaissance,1996.0,2.0,6.0,127.5,12.0,7.0993,6.54171,102.5,234.0,Area Control Games
27,Supremacy,1984.0,2.0,6.0,127.5,12.0,5.57724,5.48991,102.5,234.0,Corporate Strategy Games
28,Illuminati:  Deluxe Edition,1987.0,2.0,8.0,127.5,12.0,6.5289,6.27683,102.5,234.0,Corporate Strategy Games
29,Terrain Vague,1993.0,2.0,4.0,120.0,10.0,6.66639,5.57372,19.0,61.0,SciFi Games
30,Dark Tower,1981.0,2.0,4.0,90.0,10.0,6.6435,5.99557,102.5,234.0,Fantasy Miniatures
31,Dark World,1992.0,2.0,5.0,90.0,10.0,5.18525,5.36418,102.5,234.0,Fantasy Miniatures
32,Bison,1975.0,2.0,2.0,30.0,8.0,6.04137,5.5817,69.0,182.0,Sport Simulations
34,Arkham Horror,1987.0,2.0,8.0,127.5,12.0,6.56386,5.79759,102.5,234.0,Horror Miniatures
36,Federation & Empire,1986.0,2.0,8.0,127.5,12.0,6.23239,5.67433,102.5,234.0,SciFi Games
37,Dragon Masters,1991.0,2.0,4.0,120.0,12.0,5.69731,5.51723,58.0,130.0,Fantasy Miniatures
38,Runes,1981.0,2.0,4.0,30.0,10.0,6.06707,5.5466,38.0,82.0,Co-op Games
39,Darkover,1979.0,2.0,4.0,60.0,12.0,5.22865,5.47739,54.0,96.0,Co-op Games
40,Borderlands,1982.0,2.0,4.0,120.0,12.0,6.77517,5.74461,102.5,234.0,Area Control Games
41,Can't Stop,1980.0,2.0,4.0,30.0,9.0,6.85659,6.71988,102.5,234.0,Classical Dice Games
42,Tigris & Euphrates,1997.0,2.0,4.0,90.0,12.0,7.72379,7.59508,102.5,234.0,Area Control Games
43,Airlines,1990.0,2.0,6.0,90.0,12.0,6.61065,5.79368,102.5,234.0,Corporate Strategy Games
44,David & Goliath,1998.0,2.0,6.0,60.0,8.0,6.4529,6.0762,102.5,234.0,Traditional Card Games
46,Medici,1995.0,2.0,6.0,60.0,10.0,7.1502,6.90776,102.5,234.0,Area Control Games
47,Chinatown,1999.0,2.0,5.0,60.0,12.0,7.23234,6.97908,102.5,234.0,Monopoly-inspired
48,Krieg und Frieden,1999.0,2.0,4.0,90.0,12.0,6.13737,5.75697,102.5,234.0,Area Control Games
49,Mamma Mia!,1999.0,2.0,5.0,30.0,10.0,6.48827,6.31066,102.5,234.0,Traditional Card Games
50,Lost Cities,1999.0,2.0,2.0,30.0,10.0,7.14784,7.06249,102.5,234.0,Traditional Card Games
51,Ricochet Robots,1999.0,2.0,12.0,30.0,10.0,6.99357,6.77116,102.5,234.0,SciFi Games
52,Mighty Empires,1990.0,2.0,3.0,127.5,14.0,6.08468,5.64442,102.5,234.0,Area Control Games
53,Brauerei,1996.0,2.0,6.0,0.0,14.0,5.83148,0.0,8.0,27.0,Corporate Strategy Games
54,Tikal,1999.0,2.0,4.0,90.0,13.0,7.34313,7.20553,102.5,234.0,Area Control Games
55,Sophie's World,1998.0,2.0,6.0,0.0,12.0,4.93768,5.45481,30.0,69.0,Licensed Games
57,Schoko & Co.,1987.0,2.0,4.0,127.5,13.0,6.6678,5.82281,102.5,234.0,Corporate Strategy Games
58,Kings & Things,1986.0,2.0,4.0,120.0,12.0,6.53692,6.11767,102.5,234.0,Area Control Games
59,Giganten,1999.0,2.0,4.0,90.0,10.0,6.75663,6.2389,102.5,234.0,Corporate Strategy Games
60,Vinci,1999.0,2.0,6.0,90.0,14.0,7.13097,6.78471,102.5,234.0,Area Control Games
61,Fossil,1998.0,2.0,6.0,45.0,10.0,5.41618,5.46684,102.5,234.0,Collectible Games
62,Curse of the Mummy's Tomb,1988.0,2.0,4.0,120.0,12.0,5.22768,5.43534,102.5,234.0,Collectible Games
63,Samurai,1979.0,2.0,8.0,127.5,12.0,6.38198,5.72451,102.5,234.0,Modern Wargames
64,Joan of Arc,1998.0,2.0,6.0,127.5,12.0,6.26579,5.71657,102.5,234.0,Area Control Games
65,The Garden Game,1996.0,2.0,6.0,30.0,8.0,4.025,0.0,13.0,20.0,Traditional Card Games
66,Löwenherz,1997.0,2.0,4.0,90.0,12.0,7.08413,6.60339,102.5,234.0,Area Control Games
67,Conquest,1974.0,2.0,4.0,120.0,10.0,6.27156,5.69417,102.5,234.0,SciFi Games
68,Successors (second edition),1997.0,2.0,4.0,127.5,12.0,7.02629,5.95972,102.5,234.0,Solitaires
69,Bollox,1999.0,2.0,2.0,15.0,10.0,6.68421,5.53514,24.0,38.0,Abstract Strategy Games
70,Big City,1999.0,2.0,5.0,60.0,10.0,6.9039,6.47667,102.5,234.0,SciFi Games
71,Civilization,1980.0,2.0,7.0,127.5,12.0,7.52258,7.21355,102.5,234.0,Monopoly-inspired
72,Verräter,1998.0,2.0,4.0,60.0,12.0,6.74051,6.30268,102.5,234.0,Co-op Games
73,Show Manager,1996.0,2.0,6.0,60.0,10.0,7.06054,6.4521,102.5,234.0,SciFi Games
74,Apples to Apples,1999.0,2.0,10.0,30.0,12.0,5.95458,5.85132,102.5,234.0,Party Tabletop Games
75,Falling,1998.0,2.0,8.0,0.0,8.0,5.49601,5.47689,102.5,234.0,Solitaires
76,Air Baron,1996.0,2.0,6.0,120.0,10.0,6.38664,5.85465,102.5,234.0,Area Control Games
77,EastFront,1991.0,2.0,2.0,127.5,12.0,7.6713,6.33446,102.5,234.0,Modern Wargames
78,WestFront,1992.0,2.0,2.0,127.5,12.0,6.89085,5.70353,93.0,177.0,Modern Wargames
82,Bobby Lee,1993.0,2.0,2.0,127.5,12.0,6.83287,5.80634,102.5,234.0,Modern Wargames
83,Sam Grant,1997.0,2.0,2.0,127.5,12.0,6.43277,5.60067,63.0,119.0,Turnless Games
84,Rommel in the Desert,1982.0,2.0,2.0,127.5,12.0,7.54068,6.47173,102.5,234.0,Modern Wargames
85,Quebec 1759,1972.0,2.0,2.0,60.0,12.0,6.93157,6.05164,102.5,234.0,Napoleonic Wargames
87,Victory:  The Blocks of War,1998.0,2.0,6.0,127.5,12.0,6.3167,5.73996,102.5,234.0,Modern Wargames
88,Torres,1999.0,2.0,4.0,60.0,12.0,7.17624,6.95512,102.5,234.0,Abstract Strategy Games
89,Blue vs. Gray,1999.0,2.0,4.0,120.0,12.0,6.76958,5.87097,102.5,234.0,Solitaires
90,Star Wars: Episode 1 – Clash of the Lightsabers,1999.0,2.0,2.0,15.0,8.0,6.29314,5.79267,102.5,234.0,Licensed Games
91,Paths of Glory,1999.0,2.0,2.0,127.5,14.0,8.02578,7.48915,102.5,234.0,Solitaires
93,El Grande,1995.0,2.0,5.0,120.0,12.0,7.80446,7.67497,102.5,234.0,Area Control Games
94,Union Pacific,1999.0,2.0,6.0,90.0,12.0,7.24855,6.91159,102.5,234.0,Corporate Strategy Games
95,Igel Ärgern,1990.0,2.0,6.0,30.0,8.0,6.41002,5.95965,102.5,234.0,Children's Games
96,Broadsides and Boarding Parties,1982.0,2.0,2.0,60.0,10.0,6.13295,5.69035,102.5,234.0,Turnless Games
97,Conquest of the Empire,1984.0,2.0,6.0,127.5,10.0,6.26548,5.8191,102.5,234.0,Collectible Games
98,Axis & Allies,1981.0,2.0,5.0,127.5,12.0,6.53855,6.32236,102.5,234.0,Co-op Games
99,Fortress America,1986.0,2.0,4.0,127.5,12.0,6.6939,6.2921,102.5,234.0,Turnless Games
101,Detroit-Cleveland Grand Prix,1996.0,2.0,6.0,60.0,8.0,6.7734,6.1625,102.5,234.0,Monopoly-inspired
102,Klunker,1999.0,2.0,5.0,30.0,10.0,6.20877,5.82665,102.5,234.0,Traditional Card Games
103,Titan,1980.0,2.0,6.0,127.5,12.0,6.96153,6.59892,102.5,234.0,Collectible Games
104,Extrablatt,1991.0,2.0,4.0,90.0,14.0,7.04646,5.8192,102.5,234.0,Area Control Games
105,Colossal Arena,1997.0,2.0,5.0,60.0,8.0,6.79949,6.61827,102.5,234.0,Collectible Games
106,Mystery Rummy: Jack the Ripper,1998.0,2.0,4.0,45.0,10.0,6.97858,6.59468,102.5,234.0,Traditional Card Games
107,Peaceful Resistance,1995.0,2.0,3.0,30.0,0.0,5.62778,0.0,10.0,18.0,Fantasy Miniatures
108,TAMSK,1998.0,2.0,2.0,15.0,8.0,6.78007,6.22441,102.5,234.0,Abstract Strategy Games
109,Wettstreit der Baumeister,1994.0,2.0,4.0,45.0,10.0,6.11431,5.66561,102.5,234.0,Monopoly-inspired
110,Auf Achse,1987.0,2.0,6.0,60.0,8.0,6.26805,5.93455,102.5,234.0,Corporate Strategy Games
111,Rheinländer,1999.0,2.0,5.0,90.0,12.0,6.61642,6.16243,102.5,234.0,Area Control Games
112,Condottiere,1995.0,2.0,6.0,45.0,14.0,6.73922,6.5595,102.5,234.0,Area Control Games
113,Mit List und Tücke,1999.0,2.0,6.0,60.0,10.0,6.61422,5.69725,75.0,204.0,Traditional Card Games
114,Ransom,1994.0,2.0,6.0,45.0,12.0,6.42,5.55138,25.0,70.0,Monopoly-inspired
115,I'm the Boss!,1994.0,2.0,6.0,60.0,12.0,6.82562,6.49869,102.5,234.0,Monopoly-inspired
116,Guillotine,1998.0,2.0,5.0,30.0,12.0,6.53873,6.43666,102.5,234.0,Modern Card Games
117,Ta Yü,1999.0,2.0,4.0,45.0,10.0,6.99002,6.34799,102.5,234.0,Corporate Strategy Games
118,Modern Art,1992.0,2.0,5.0,45.0,10.0,7.30341,7.14634,102.5,234.0,Monopoly-inspired
119,Kingdoms,1994.0,2.0,4.0,45.0,9.0,6.6327,6.40829,102.5,234.0,Abstract Strategy Games
120,Hoity Toity,1990.0,2.0,6.0,45.0,12.0,6.54518,6.3476,102.5,234.0,Turnless Games
121,Dune,1979.0,2.0,6.0,127.5,12.0,7.61137,7.21803,102.5,234.0,Co-op Games
122,Quo Vadis?,1992.0,2.0,5.0,45.0,12.0,6.44426,6.13282,102.5,234.0,Monopoly-inspired
123,Green Thumb Cards,1996.0,2.0,5.0,45.0,7.0,6.71053,0.0,10.0,19.0,Party Card Games
124,Primordial Soup,1997.0,2.0,4.0,90.0,12.0,6.98124,6.70412,102.5,234.0,Children's Games
125,Money!,1999.0,2.0,5.0,30.0,10.0,6.56467,6.26228,102.5,234.0,Turnless Games
126,The Really Nasty Horse Racing Game,1987.0,2.0,6.0,90.0,12.0,6.32087,5.787,102.5,234.0,Sport Simulations
127,Princess Ryan's Star Marines,1997.0,2.0,6.0,120.0,10.0,5.31929,5.46019,102.5,197.0,SciFi Games
128,Take it Easy!,1983.0,2.0,8.0,15.0,10.0,6.59535,6.2449,102.5,234.0,Abstract Strategy Games
130,Iron Dragon,1994.0,2.0,6.0,127.5,12.0,6.95603,6.31453,102.5,234.0,Corporate Strategy Games
132,Caesar & Cleopatra,1997.0,2.0,2.0,60.0,10.0,6.4504,6.24544,102.5,234.0,Party Card Games
133,Frischfleisch,1999.0,2.0,6.0,120.0,18.0,6.12852,5.58356,57.0,142.0,Fantasy Miniatures
134,Cape Horn,1999.0,2.0,5.0,45.0,12.0,6.003,5.67427,102.5,234.0,Turnless Games
135,Kontor,1999.0,2.0,4.0,60.0,12.0,5.97458,5.69261,102.5,234.0,Area Control Games
136,Robin Hood,1999.0,2.0,6.0,30.0,8.0,5.49324,5.50051,26.0,74.0,Crowdfunded Card Games
137,Pass the Bomb,1994.0,2.0,10.0,15.0,12.0,5.90016,5.69479,102.5,234.0,Party Tabletop Games
139,Hoax,1981.0,2.0,12.0,45.0,10.0,6.03409,5.59375,98.0,198.0,Co-op Games
141,Andromeda,1999.0,2.0,5.0,60.0,10.0,6.41569,6.00086,102.5,234.0,SciFi Games
142,Vino,1999.0,2.0,5.0,90.0,12.0,6.47906,5.90072,102.5,234.0,Corporate Strategy Games
143,Wortelboer,1999.0,2.0,4.0,30.0,0.0,4.11765,0.0,13.0,17.0,Traditional Card Games
144,Elfenwizards,1995.0,2.0,6.0,90.0,10.0,6.175,5.56244,53.0,104.0,Children's Games
145,Metropolis,1984.0,2.0,5.0,90.0,16.0,6.44617,5.73782,102.5,234.0,Area Control Games
146,Buy Low Sell High,1996.0,2.0,4.0,45.0,10.0,6.1628,5.80441,102.5,234.0,Corporate Strategy Games
147,Crude: The Oil Game,1974.0,2.0,4.0,90.0,13.0,6.77777,6.13944,102.5,234.0,Corporate Strategy Games
148,Die Glücksritter,1999.0,2.0,6.0,60.0,8.0,5.7768,5.52927,43.0,125.0,Solitaires
150,PitchCar,1995.0,2.0,8.0,30.0,6.0,7.24935,7.04505,102.5,234.0,Sport Simulations
151,Piratenbillard,1972.0,2.0,4.0,15.0,8.0,6.56711,5.78629,102.5,234.0,Dexterity Games
152,Mu & more,1995.0,2.0,8.0,60.0,11.0,7.18178,6.58286,102.5,234.0,Traditional Card Games
153,Take 5!,1998.0,2.0,6.0,60.0,10.0,6.42598,6.04517,102.5,234.0,Traditional Card Games
154,Union vs. Central,1999.0,2.0,2.0,127.5,12.0,6.66914,5.59409,46.0,81.0,Corporate Strategy Games
155,Was sticht?,1993.0,2.0,4.0,60.0,12.0,6.96495,6.06413,102.5,234.0,Party Card Games
156,Wildlife Adventure,1985.0,2.0,6.0,60.0,10.0,6.89775,5.98283,102.5,234.0,Corporate Strategy Games
157,Eurorails,1990.0,2.0,6.0,127.5,10.0,7.05898,6.42916,102.5,234.0,Corporate Strategy Games
162,The Awful Green Things From Outer Space,1979.0,2.0,2.0,90.0,12.0,6.49136,6.16706,102.5,234.0,SciFi Games
163,Balderdash,1984.0,2.0,6.0,60.0,12.0,6.39247,6.17913,102.5,234.0,Party Tabletop Games
164,"Before I Kill You, Mister Spy...",1996.0,2.0,6.0,30.0,12.0,5.40672,5.42028,102.5,234.0,Co-op Games
165,Black Box,1977.0,2.0,2.0,15.0,10.0,6.35521,5.86748,102.5,234.0,Dexterity Games
166,Black Death,1993.0,2.0,6.0,120.0,0.0,5.70588,5.51812,58.0,119.0,Turnless Games
167,Dicke Kartoffeln,1989.0,2.0,6.0,120.0,12.0,6.22465,5.58756,43.0,142.0,Corporate Strategy Games
168,Empire Builder,1982.0,2.0,6.0,127.5,12.0,6.91675,6.48409,102.5,234.0,Corporate Strategy Games
169,En Garde,1993.0,2.0,2.0,30.0,8.0,6.50667,6.09285,102.5,234.0,Traditional Card Games
170,Family Business,1982.0,2.0,6.0,30.0,8.0,6.1159,5.94414,102.5,234.0,Co-op Games
172,For Sale,1997.0,2.0,6.0,15.0,8.0,7.22213,7.11501,102.5,234.0,Modern Card Games
173,Formula Dé,1991.0,2.0,10.0,120.0,10.0,6.99229,6.78129,102.5,234.0,Sport Simulations
174,T-Rex,1999.0,2.0,5.0,45.0,10.0,5.52782,5.50688,102.5,234.0,Traditional Card Games
175,Raj,1988.0,2.0,5.0,15.0,8.0,6.46531,6.08025,102.5,234.0,Children's Games
176,Give Me the Brain!,1996.0,2.0,8.0,30.0,10.0,5.85431,5.70292,102.5,234.0,Horror Miniatures
178,Mole Hill,1997.0,2.0,2.0,15.0,8.0,5.94555,5.57085,79.0,191.0,Abstract Strategy Games
179,Nuba,1995.0,2.0,2.0,15.0,12.0,6.21857,5.53183,19.0,42.0,Abstract Strategy Games
180,Pool Position,1999.0,2.0,5.0,30.0,10.0,5.78083,5.53147,51.0,120.0,Abstract Strategy Games
181,Risk,1972.0,2.0,6.0,120.0,10.0,5.57906,5.46188,102.5,234.0,Area Control Games
182,Knights of Charlemagne,1995.0,2.0,4.0,30.0,8.0,6.36252,5.83454,102.5,234.0,Traditional Card Games
183,Stonehenge,1994.0,2.0,2.0,15.0,10.0,6.23304,5.57462,47.0,112.0,Abstract Strategy Games
185,Devil Bunny Needs a Ham,1998.0,2.0,5.0,30.0,8.0,5.39,5.42648,102.5,234.0,Solitaires
186,Split,1999.0,2.0,6.0,30.0,12.0,5.81686,5.54379,55.0,157.0,Co-op Games
189,Die Siedler von Nürnberg,1999.0,2.0,4.0,90.0,10.0,6.97379,6.19597,102.5,234.0,Monopoly-inspired
190,Dolce Vita,1999.0,2.0,5.0,30.0,10.0,6.15628,5.60303,60.0,183.0,Monopoly-inspired
192,Nicht die Bohne!,1999.0,2.0,6.0,45.0,10.0,6.3659,5.92507,102.5,234.0,Traditional Card Games
193,Fill or Bust,1981.0,2.0,10.0,30.0,8.0,5.69269,5.54361,102.5,234.0,Classical Dice Games
194,Groo: The Game,1997.0,2.0,4.0,45.0,10.0,6.26817,5.80768,102.5,234.0,Collectible Games
195,NASCAR Champions,1998.0,2.0,5.0,30.0,8.0,5.36389,5.48617,51.0,90.0,Sport Simulations
196,Kremlin,1986.0,2.0,6.0,75.0,12.0,6.99614,6.55855,102.5,234.0,Monopoly-inspired
197,HellRail (Second Perdition),1999.0,2.0,4.0,75.0,13.0,6.07118,5.54828,34.0,92.0,Corporate Strategy Games
198,Buried Treasure,1992.0,2.0,4.0,30.0,10.0,6.01825,5.60154,102.5,228.0,Party Card Games
199,Manhattan,1994.0,2.0,4.0,45.0,10.0,6.68878,6.44237,102.5,234.0,Monopoly-inspired
200,Entdecker,1996.0,2.0,4.0,60.0,10.0,6.50041,6.06501,102.5,234.0,Abstract Strategy Games
201,The Rose King,1997.0,2.0,2.0,30.0,10.0,6.82082,6.44338,102.5,234.0,Abstract Strategy Games
202,Targui,1988.0,2.0,4.0,120.0,12.0,6.33415,5.81478,102.5,234.0,Modern Wargames
203,Skworms,1997.0,2.0,4.0,30.0,6.0,4.0,0.0,7.0,8.0,Dexterity Games
204,Stephenson's Rocket,1999.0,2.0,4.0,60.0,12.0,6.87101,6.44997,102.5,234.0,Corporate Strategy Games
206,Pepper,1998.0,2.0,9.0,45.0,10.0,5.75714,5.52378,30.0,105.0,Traditional Card Games
207,Twitch,1998.0,2.0,6.0,15.0,10.0,6.17692,5.604,61.0,169.0,Dexterity Games
208,Ex & Hopp,1996.0,2.0,6.0,30.0,10.0,5.39016,5.49255,19.0,61.0,Traditional Card Games
210,Don Pepe,1999.0,2.0,6.0,30.0,8.0,6.24783,5.69552,102.5,234.0,Co-op Games
211,Times to Remember,1992.0,2.0,10.0,45.0,10.0,6.29091,5.63158,73.0,198.0,Party Tabletop Games
214,Café International,1989.0,2.0,4.0,60.0,10.0,6.28113,6.02629,102.5,234.0,Abstract Strategy Games
215,Tichu,1991.0,2.0,10.0,60.0,10.0,7.60888,7.41395,102.5,234.0,Traditional Card Games
216,Atlanteon,1992.0,2.0,2.0,30.0,12.0,5.81039,5.61411,102.5,234.0,Abstract Strategy Games
217,A la carte,1989.0,2.0,4.0,30.0,13.0,6.50098,6.23334,102.5,234.0,Solitaires
218,High-Bid,1972.0,2.0,4.0,30.0,12.0,5.77588,5.55309,102.5,228.0,Traditional Card Games
219,Volle Hütte,1997.0,2.0,5.0,30.0,12.0,6.17719,5.59843,53.0,160.0,Corporate Strategy Games
220,High Society,1995.0,2.0,5.0,30.0,10.0,6.76805,6.53827,102.5,234.0,Monopoly-inspired
221,Ikusa,1986.0,2.0,5.0,127.5,12.0,7.00973,6.67596,102.5,234.0,Area Control Games
222,Space Beans,1999.0,2.0,6.0,45.0,10.0,6.08948,5.84229,102.5,234.0,Party Card Games
223,Expedition,1996.0,2.0,6.0,90.0,10.0,6.88525,6.20954,102.5,234.0,Corporate Strategy Games
224,History of the World,1991.0,2.0,6.0,127.5,12.0,7.1321,6.77644,102.5,234.0,Area Control Games
225,Icehouse,1989.0,2.0,5.0,15.0,8.0,6.66445,5.92313,102.5,234.0,Abstract Strategy Games
226,Isi,1999.0,2.0,2.0,30.0,12.0,6.55769,5.5421,18.0,39.0,Co-op Games
228,Lunch Money,1996.0,2.0,4.0,15.0,13.0,5.64856,5.53604,102.5,234.0,Party Card Games
229,King of the Elves,1999.0,2.0,6.0,60.0,10.0,6.23698,5.91231,102.5,234.0,Children's Games
230,Merchant of Venus,1988.0,2.0,6.0,127.5,12.0,7.17453,6.68935,102.5,234.0,Corporate Strategy Games
231,Geronimo,1995.0,2.0,5.0,127.5,12.0,5.58441,5.52049,102.5,209.0,Modern Wargames
232,Serenissima (first edition),1996.0,2.0,4.0,120.0,12.0,6.89152,6.41542,102.5,234.0,Area Control Games
234,Hannibal: Rome vs. Carthage,1996.0,2.0,2.0,127.5,12.0,7.82769,7.38643,102.5,234.0,Collectible Games
235,Blackbeard,1991.0,2.0,4.0,127.5,12.0,6.34825,5.95738,102.5,234.0,Napoleonic Wargames
237,Wooden Ships & Iron Men,1974.0,2.0,2.0,60.0,12.0,6.99472,6.42362,102.5,234.0,Napoleonic Wargames
239,Wagram,1975.0,2.0,2.0,90.0,12.0,6.76369,5.59322,36.0,84.0,Napoleonic Wargames
240,Britannia,1986.0,2.0,5.0,127.5,12.0,7.22662,6.83249,102.5,234.0,SciFi Games
241,Age of Exploration,1994.0,2.0,6.0,127.5,14.0,6.0348,5.58257,101.0,171.0,Fantasy Miniatures
242,Junta,1978.0,2.0,7.0,127.5,16.0,6.76122,6.48675,102.5,234.0,Co-op Games
243,Advanced Squad Leader,1985.0,2.0,2.0,127.5,14.0,7.93771,7.24598,102.5,234.0,Solitaires
244,Circus Maximus,1979.0,2.0,8.0,120.0,12.0,6.7112,6.19217,102.5,234.0,Collectible Games
246,Politika,1996.0,2.0,7.0,0.0,0.0,4.48936,5.45091,11.0,47.0,Party Card Games
247,Gloria Picktoria,1996.0,2.0,5.0,45.0,10.0,6.40256,5.95795,102.5,234.0,Party Card Games
248,Blood Royale,1987.0,2.0,5.0,127.5,12.0,6.4994,5.86101,102.5,234.0,Area Control Games
249,Lifeboats,1993.0,2.0,6.0,90.0,12.0,6.6131,6.34359,102.5,234.0,Turnless Games
250,Colonial Diplomacy,1994.0,2.0,7.0,127.5,12.0,6.62425,5.77822,102.5,234.0,Area Control Games
252,Borodino,1972.0,2.0,2.0,127.5,12.0,6.65135,5.6209,99.0,126.0,Napoleonic Wargames
254,Empires in Arms,1983.0,2.0,7.0,127.5,14.0,7.53553,6.5009,102.5,234.0,Area Control Games
255,Jena-Auerstadt,1975.0,2.0,2.0,127.5,12.0,5.98039,5.51626,28.0,51.0,Napoleonic Wargames
256,Mississippi Queen,1997.0,2.0,5.0,45.0,10.0,6.3835,6.18102,102.5,234.0,Corporate Strategy Games
257,Kill Doctor Lucky,1996.0,2.0,8.0,45.0,12.0,6.15279,6.00684,102.5,234.0,Co-op Games
258,Fluxx,1997.0,2.0,6.0,30.0,8.0,5.69886,5.59534,102.5,234.0,Party Card Games
259,Atlantic Storm,1997.0,2.0,6.0,60.0,10.0,6.49863,5.82638,102.5,234.0,Traditional Card Games
260,Starship Troopers: Prepare For Battle!,1997.0,2.0,4.0,45.0,10.0,5.72447,5.52791,88.0,188.0,SciFi Games
261,Olympia 2000 (v. Chr.),1994.0,2.0,5.0,30.0,9.0,6.06444,5.61702,82.0,234.0,Sport Simulations
263,Manitou,1997.0,2.0,4.0,45.0,12.0,6.11949,5.65935,95.0,234.0,Traditional Card Games
264,Enemy in Sight,1988.0,2.0,8.0,120.0,10.0,6.249,5.79685,102.5,234.0,Napoleonic Wargames
265,Intrigue,1994.0,2.0,5.0,45.0,12.0,6.37047,6.09792,102.5,234.0,Monopoly-inspired
267,Tycoon,1998.0,2.0,4.0,90.0,10.0,6.80482,6.02044,102.5,234.0,Corporate Strategy Games
268,Cheops,1998.0,2.0,5.0,45.0,9.0,6.19837,5.64788,85.0,234.0,Corporate Strategy Games
270,Svea Rike,1997.0,2.0,5.0,120.0,12.0,6.35628,5.76013,102.5,234.0,Corporate Strategy Games
271,It's Mine!,1998.0,2.0,5.0,30.0,7.0,5.95769,5.64374,102.5,234.0,Traditional Card Games
272,Downtown,1996.0,2.0,6.0,60.0,10.0,6.34511,5.60443,47.0,133.0,Co-op Games
273,Africa 1880,1997.0,2.0,6.0,120.0,14.0,5.65114,5.51689,62.0,132.0,Area Control Games
274,Guerilla,1994.0,2.0,6.0,60.0,10.0,6.25277,5.70614,102.5,234.0,Party Card Games
275,Extinction,1993.0,2.0,6.0,60.0,12.0,5.01351,5.48032,27.0,37.0,Solitaires
276,La Guerre de l'Empereur,1997.0,2.0,7.0,127.5,12.0,6.38333,5.53901,37.0,60.0,Solitaires
277,Res Publica,1991.0,2.0,5.0,60.0,10.0,5.94631,5.6956,102.5,234.0,Monopoly-inspired
278,Catan Card Game,1996.0,2.0,2.0,90.0,10.0,6.77393,6.63346,102.5,234.0,Modern Wargames
279,The Very Clever Pipe Game,1996.0,2.0,4.0,15.0,10.0,6.23604,5.81251,102.5,234.0,Abstract Strategy Games
280,Neue Spiele im alten Rom,1994.0,2.0,7.0,0.0,10.0,6.8104,5.70341,75.0,173.0,Corporate Strategy Games
281,Ostindiska Kompaniet,1991.0,2.0,5.0,0.0,10.0,4.75,5.40929,41.0,130.0,Corporate Strategy Games
282,Vikingatid,1997.0,2.0,6.0,127.5,12.0,6.0403,5.53267,31.0,67.0,Area Control Games
